source,target,synapses,type
IL1R,RMDL,11,chemical
IL1R,RMDR,4,chemical
IL1R,RMDVL,8,chemical
IL1R,RMDVR,17,chemical
IL1R,RMEL,5,chemical
IL1R,RMHL,3,chemical
IL1R,URXR,1,chemical
IL1VL,AVL,1,chemical
IL1VL,IL1L,3,chemical
IL1VL,IL1L,8,electrical
IL1VL,IL1VL,5,chemical
IL1VL,IL1VR,11,electrical
IL1VL,OLQVL,2,chemical
IL1VL,RIPL,13,chemical
IL1VL,RMDDL,30,chemical
IL1VL,RMDDL,1,electrical
IL1VL,RMDVR,3,chemical
IL1VL,RMED,3,electrical
IL1VL,RMHL,1,chemical
IL1VL,URAVL,4,chemical
IL1VL,URYVL,4,chemical
IL1VR,IL1R,4,chemical
IL1VR,IL1R,8,electrical
IL1VR,IL1VL,11,electrical
IL1VR,IL2VR,2,chemical
IL1VR,IL2VR,1,electrical
IL1VR,OLLR,1,chemical
IL1VR,OLQVR,5,chemical
IL1VR,RIPR,16,chemical
IL1VR,RMDDR,40,chemical
IL1VR,RMDVL,5,chemical
IL1VR,URAVR,4,chemical
IL1VR,URAVR,4,electrical
IL2DL,AUAL,2,chemical
IL2DL,AVBR,2,chemical
IL2DL,IL1DL,17,chemical
IL2DL,IL2DL,2,chemical
IL2DL,OLQDL,2,chemical
IL2DL,RIBL,1,chemical
IL2DL,RIH,2,chemical
IL2DL,RIPL,28,chemical
IL2DL,RMED,2,chemical
IL2DL,RMEL,11,chemical
IL2DL,RMER,8,chemical
IL2DL,RMEV,1,chemical
IL2DL,RMHL,1,chemical
IL2DL,URADL,8,chemical
IL2DL,URADL,1,electrical
IL2DR,CEPDR,2,chemical
IL2DR,IL1DR,28,chemical
IL2DR,OLQDR,2,chemical
IL2DR,RICL,1,chemical
IL2DR,RICR,2,chemical
IL2DR,RIPL,1,chemical
IL2DR,RIPR,43,chemical
IL2DR,RMED,3,chemical
IL2DR,RMED,1,electrical
IL2DR,RMEL,12,chemical
IL2DR,RMER,11,chemical
IL2DR,RMEV,5,chemical
IL2DR,URADR,5,chemical
IL2DR,URADR,1,electrical
IL2L,ADEL,6,chemical
IL2L,ASJL,1,electrical
IL2L,AVEL,2,chemical
IL2L,IL1L,6,chemical
IL2L,OLLL,2,electrical
IL2L,OLQDL,20,chemical
IL2L,OLQVL,19,chemical
IL2L,RICL,1,chemical
IL2L,RIH,25,chemical
IL2L,RMDL,5,chemical
IL2L,RMDL,2,electrical
IL2L,RMDR,3,chemical
IL2L,RMER,10,chemical
IL2L,RMER,2,electrical
IL2L,RMEV,5,chemical
IL2L,RMGL,5,electrical
IL2L,URAVL,2,chemical
IL2L,URAVL,1,electrical
IL2L,URBL,4,electrical
IL2L,URXL,3,chemical
IL2L,URXL,1,electrical
IL2R,ADER,5,chemical
IL2R,AVER,2,chemical
IL2R,IL1R,2,chemical
IL2R,OLLR,5,chemical
IL2R,OLQDR,10,chemical
IL2R,OLQVR,26,chemical
IL2R,RIH,19,chemical
IL2R,RMDL,3,chemical
IL2R,RMEL,5,chemical
IL2R,RMEV,2,chemical
IL2R,RMGR,1,chemical
IL2R,RMGR,1,electrical
IL2R,URADR,2,chemical
IL2R,URAVR,1,chemical
IL2R,URBR,3,chemical
IL2R,URBR,4,electrical
IL2R,URXR,1,chemical
IL2R,URXR,4,electrical
IL2VL,BAGR,1,chemical
IL2VL,DVC,1,chemical
IL2VL,IL1VL,27,chemical
IL2VL,IL2L,1,chemical
IL2VL,OLQVL,6,chemical
IL2VL,RIAL,4,chemical
IL2VL,RIH,5,chemical
IL2VL,RIPL,36,chemical
IL2VL,RMEL,7,chemical
IL2VL,RMER,6,chemical
IL2VL,RMEV,2,chemical
IL2VL,URAVL,7,chemical
IL2VL,URAVL,3,electrical
IL2VR,ADLR,1,chemical
IL2VR,AVAL,1,chemical
IL2VR,CEPVR,1,electrical
IL2VR,IL1VR,29,chemical
IL2VR,IL1VR,1,electrical
IL2VR,OLQVR,9,chemical
IL2VR,RIAR,2,chemical
IL2VR,RIH,5,chemical
IL2VR,RIPR,43,chemical
IL2VR,RMED,2,chemical
IL2VR,RMEL,8,chemical
IL2VR,RMER,17,chemical
IL2VR,RMEV,15,chemical
IL2VR,SIADR,1,chemical
IL2VR,URAVR,16,chemical
IL2VR,URXR,1,chemical
LUAL,AVAL,27,chemical
LUAL,AVAL,2,electrical
LUAL,AVAR,23,chemical
LUAL,AVDL,27,chemical
LUAL,AVDR,6,chemical
LUAL,AVHL,1,electrical
LUAL,AVJL,4,chemical
LUAL,AVJL,5,electrical
LUAL,AVJR,1,chemical
LUAL,PHBL,2,chemical
LUAL,PLML,8,electrical
LUAL,PVNL,1,chemical
LUAL,PVNL,3,electrical
LUAL,PVQL,1,electrical
LUAL,PVR,6,electrical
LUAL,PVWL,1,chemical
LUAR,AVAL,13,chemical
LUAR,AVAL,2,electrical
LUAR,AVAR,31,chemical
LUAR,AVAR,4,electrical
LUAR,AVDL,5,chemical
LUAR,AVDR,14,chemical
LUAR,AVJL,1,electrical
LUAR,AVJR,4,chemical
LUAR,AVJR,1,electrical
LUAR,PDB,2,chemical
LUAR,PHCR,1,electrical
LUAR,PLMR,9,electrical
LUAR,PQR,7,chemical
LUAR,PVCR,9,chemical
LUAR,PVNL,1,chemical
LUAR,PVNR,2,electrical
LUAR,PVR,2,chemical
LUAR,PVR,9,electrical
LUAR,PVT,4,electrical
LUAR,PVWL,3,chemical
LUAR,PVWL,3,electrical
LUAR,PVWR,2,chemical
LUAR,PVWR,3,electrical
M1,I2L,3,chemical
M1,I2R,2,chemical
M1,I2R,1,electrical
M1,I3,8,chemical
M1,I3,1,electrical
M1,I4,1,chemical
M1,I5,2,chemical
M1,MI,6,chemical
M1,NSML,2,chemical
M2L,I2L,1,electrical
M2L,I3,2,chemical
M2L,I4,8,chemical
M2L,I5,2,chemical
M2L,I5,1,electrical
M2L,M3L,3,chemical
M2L,M3R,1,chemical
M2L,M4,1,electrical
M2L,MCL,1,electrical
M2R,I2R,1,electrical
M2R,I4,1,chemical
M2R,I4,2,electrical
M2R,I5,3,chemical
M2R,I5,1,electrical
M2R,M3L,2,chemical
M2R,M3R,1,chemical
M2R,M3R,1,electrical
M2R,MCR,11,electrical
M2R,MI,5,electrical
M2R,NSMR,1,chemical
M3L,I1L,2,electrical
M3L,NSML,1,chemical
M3L,NSMR,1,electrical
M3R,M2R,1,electrical
M3R,M4,2,chemical
M3R,NSMR,2,electrical
M4,I4,5,chemical
M4,I4,1,electrical
M4,I5,1,chemical
M4,I6,5,electrical
M4,M2L,1,chemical
M4,M2L,1,electrical
M4,M3L,1,chemical
M4,M4,15,chemical
M4,M4,1,electrical
M4,M5,2,electrical
M4,MCL,1,chemical
M5,I5,1,electrical
M5,M4,2,electrical
M5,M5,1,electrical
MCL,M2L,1,electrical
MCR,I1L,1,electrical
MCR,I1R,4,electrical
MCR,I2R,1,electrical
MCR,M2R,11,electrical
MI,I1L,1,chemical
MI,I3,2,chemical
MI,I3,1,electrical
MI,I4,1,chemical
MI,M1,7,chemical
MI,M2L,3,chemical
MI,M2R,2,chemical
MI,M2R,5,electrical
MI,M3L,2,chemical
MI,MCL,3,chemical
MI,NSML,1,chemical
MI,NSMR,2,chemical
NSML,I1L,3,electrical
NSML,I4,1,chemical
NSML,M3L,21,chemical
NSML,M3R,1,chemical
NSML,M4,13,chemical
NSML,NSMR,7,chemical
NSML,NSMR,2,electrical
NSMR,I1R,2,electrical
NSMR,I2L,1,chemical
NSMR,I2R,1,chemical
NSMR,I2R,2,electrical
NSMR,I4,3,chemical
NSMR,I6,4,chemical
NSMR,M3L,1,electrical
NSMR,M3R,24,chemical
NSMR,M3R,2,electrical
NSMR,NSML,2,electrical
OLLL,AVER,53,chemical
OLLL,CEPDL,5,chemical
OLLL,CEPVL,14,chemical
OLLL,IL1VL,3,chemical
OLLL,IL2L,2,electrical
OLLL,OLLL,4,chemical
OLLL,OLLR,11,electrical
OLLL,RIBL,24,chemical
OLLL,RIGL,3,electrical
OLLL,RMDDL,22,chemical
OLLL,RMDL,6,chemical
OLLL,RMDVL,3,chemical
OLLL,RMEL,5,chemical
OLLL,SMDDL,8,chemical
OLLL,SMDDR,9,chemical
OLLL,SMDVR,10,chemical
OLLL,URYDL,2,chemical
OLLL,URYVL,1,chemical
OLLR,ADER,2,chemical
OLLR,AVEL,39,chemical
OLLR,CEPDR,4,chemical
OLLR,CEPVR,16,chemical
OLLR,IL1DR,1,chemical
OLLR,IL1VR,2,chemical
OLLR,IL2R,1,chemical
OLLR,OLLL,11,electrical
OLLR,OLLR,4,chemical
OLLR,OLQDR,1,chemical
OLLR,RIBR,21,chemical
OLLR,RIGR,5,electrical
OLLR,RIS,2,chemical
OLLR,RMDDR,26,chemical
OLLR,RMDL,9,chemical
OLLR,RMDR,2,chemical
OLLR,RMDVR,6,chemical
OLLR,RMED,1,chemical
OLLR,RMER,3,chemical
OLLR,SMDDL,3,chemical
OLLR,SMDDR,1,chemical
OLLR,SMDVL,11,chemical
OLLR,SMDVR,4,chemical
OLLR,URYVL,3,chemical
OLQDL,CEPDL,3,chemical
OLQDL,CEPDL,2,electrical
OLQDL,RIBL,5,electrical
OLQDL,RICR,6,chemical
OLQDL,RIGL,3,electrical
OLQDL,RIH,3,chemical
OLQDL,RMDDL,1,chemical
OLQDL,RMDDR,10,chemical
OLQDL,RMDVL,1,electrical
OLQDL,RMED,1,chemical
OLQDL,RMEL,2,chemical
OLQDL,RMHL,1,chemical
OLQDL,SIBDL,9,chemical
OLQDL,URBL,3,electrical
OLQDL,URYDL,3,chemical
OLQDR,CEPDR,8,electrical
OLQDR,IL1DR,1,chemical
OLQDR,RIBR,5,electrical
OLQDR,RICL,2,chemical
OLQDR,RICR,2,chemical
OLQDR,RIGR,4,electrical
OLQDR,RIH,2,chemical
OLQDR,RIH,2,electrical
OLQDR,RMDDL,11,chemical
OLQDR,RMDVR,1,electrical
OLQDR,RMER,1,chemical
OLQDR,RMHR,3,chemical
OLQDR,SIBDR,6,chemical
OLQDR,URBR,7,electrical
OLQVL,ADAL,4,electrical
OLQVL,AVAL,1,chemical
OLQVL,AVDR,1,chemical
OLQVL,CEPVL,4,electrical
OLQVL,IL2L,1,chemical
OLQVL,RIBL,2,electrical
OLQVL,RICL,4,chemical
OLQVL,RIGL,2,electrical
OLQVL,RMDDL,3,electrical
OLQVL,RMDVR,14,chemical
OLQVL,RMHL,2,chemical
OLQVL,SIBVL,13,chemical
OLQVR,CEPVR,1,electrical
OLQVR,IL1VR,2,chemical
OLQVR,RIAR,10,chemical
OLQVR,RIBR,6,electrical
OLQVR,RICR,3,chemical
OLQVR,RIGR,6,electrical
OLQVR,RIH,18,chemical
OLQVR,RIPR,18,chemical
OLQVR,RMDVL,18,chemical
OLQVR,RMDVL,2,electrical
OLQVR,RMER,2,chemical
OLQVR,RMHR,1,chemical
OLQVR,SIBVR,18,chemical
OLQVR,URBR,5,electrical
PDA,AVL,3,electrical
PDA,DA8,1,electrical
PDA,DA9,1,chemical
PDA,DA9,9,electrical
PDA,DD6,3,chemical
PDA,DD6,1,electrical
PDA,DVA,1,electrical
PDA,PDB,5,electrical
PDA,PVCR,1,electrical
PDA,PVNR,1,chemical
PDA,VD11,10,chemical
PDA,VD12,12,chemical
PDA,VD13,10,chemical
PDB,AS11,4,electrical
PDB,AVJL,2,electrical
PDB,DB7,2,electrical
PDB,DD6,2,chemical
PDB,PDA,5,electrical
PDB,PVPL,1,electrical
PDB,PVR,13,electrical
PDB,VD12,10,chemical
PDB,VD13,10,chemical
PDB,VD13,4,electrical
PDEL,AVKL,2,electrical
PDEL,AVKR,1,electrical
PDEL,DVA,1,chemical
PDEL,DVA,3,electrical
PDEL,PDER,25,electrical
PDEL,PLML,2,electrical
PDEL,PLMR,4,electrical
PDEL,PVCR,2,electrical
PDEL,PVM,11,electrical
PDEL,PVR,8,electrical
PDEL,VB10,1,electrical
PDEL,VB11,4,electrical
PDEL,VD6,2,electrical
PDER,DVA,7,chemical
PDER,DVA,6,electrical
PDER,PDEL,5,chemical
PDER,PDEL,25,electrical
PDER,PLML,3,electrical
PDER,PLMR,2,electrical
PDER,PVCL,1,electrical
PDER,PVDR,1,electrical
PDER,PVM,8,electrical
PDER,PVR,2,chemical
PDER,PVR,9,electrical
PDER,VB10,4,electrical
PDER,VB9,7,electrical
PDER,VD9,5,electrical
PHAL,AVDR,2,chemical
PHAL,AVFL,4,chemical
PHAL,AVG,11,chemical
PHAL,AVG,3,electrical
PHAL,AVHL,4,chemical
PHAL,AVHL,1,electrical
PHAL,AVHR,1,chemical
PHAL,DA8,3,chemical
PHAL,DVA,2,chemical
PHAL,PHAR,13,chemical
PHAL,PHAR,7,electrical
PHAL,PHBL,7,chemical
PHAL,PHBR,10,chemical
PHAL,PHCL,1,electrical
PHAL,PLNL,1,electrical
PHAL,PVPR,7,electrical
PHAL,PVQL,3,chemical
PHAL,PVQL,1,electrical
PHAR,AVDR,2,chemical
PHAR,AVG,9,chemical
PHAR,AVG,2,electrical
PHAR,AVHR,1,chemical
PHAR,AVHR,2,electrical
PHAR,DA8,2,chemical
PHAR,DVA,6,chemical
PHAR,PHAL,11,chemical
PHAR,PHAL,7,electrical
PHAR,PHBL,3,chemical
PHAR,PHBR,8,chemical
PHAR,PHBR,1,electrical
PHAR,PLNR,6,electrical
PHAR,PVCR,2,electrical
PHAR,PVPL,3,chemical
PHAR,PVPL,15,electrical
PHAR,PVQL,4,chemical
PHAR,PVQR,1,chemical
PHAR,PVR,2,electrical
PHAR,PVT,2,chemical
PHBL,AS11,1,chemical
PHBL,AVAL,48,chemical
PHBL,AVAR,33,chemical
PHBL,AVAR,1,electrical
PHBL,AVDL,6,chemical
PHBL,AVDR,1,chemical
PHBL,AVG,1,chemical
PHBL,AVHL,1,electrical
PHBL,AVHR,2,electrical
PHBL,AVJR,1,electrical
PHBL,DA8,1,chemical
PHBL,PHBR,4,chemical
PHBL,PHBR,17,electrical
PHBL,PLNL,1,electrical
PHBL,PQR,1,electrical
PHBL,PVCL,71,chemical
PHBL,PVCL,3,electrical
PHBL,PVNL,1,chemical
PHBL,PVQL,3,electrical
PHBL,VA12,5,chemical
PHBR,AVAL,35,chemical
PHBR,AVAR,38,chemical
PHBR,AVDL,7,chemical
PHBR,AVDR,5,chemical
PHBR,AVHL,10,electrical
PHBR,AVHR,2,electrical
PHBR,PHAR,1,electrical
PHBR,PHBL,3,chemical
PHBR,PHBL,17,electrical
PHBR,PHCR,3,chemical
PHBR,PHCR,1,electrical
PHBR,PLNR,12,electrical
PHBR,PVCL,39,chemical
PHBR,PVCR,21,chemical
PHBR,PVPL,1,electrical
PHBR,PVQR,4,electrical
PHBR,PVR,1,electrical
PHBR,PVT,1,electrical
PHBR,PVWR,1,electrical
PHBR,VA12,1,chemical
PHCL,AVAL,5,chemical
PHCL,AVAL,1,electrical
PHCL,AVHR,1,chemical
PHCL,DA8,2,electrical
PHCL,DA9,1,chemical
PHCL,DVA,12,chemical
PHCL,LUAL,2,chemical
PHCL,PHAL,1,electrical
PHCL,PHCR,2,chemical
PHCL,PHCR,2,electrical
PHCL,PLML,11,electrical
PHCL,PLNL,2,electrical
PHCL,PVCL,7,chemical
PHCL,PVQR,2,chemical
PHCL,VA12,6,chemical
PHCL,VA12,1,electrical
PHCR,AVAL,3,electrical
PHCR,AVAR,1,electrical
PHCR,AVG,1,electrical
PHCR,AVHL,2,electrical
PHCR,AVHR,2,chemical
PHCR,AVJR,1,electrical
PHCR,DA9,23,chemical
PHCR,DA9,7,electrical
PHCR,DVA,22,chemical
PHCR,LUAR,6,chemical
PHCR,LUAR,1,electrical
PHCR,PHAR,2,chemical
PHCR,PHBR,1,electrical
PHCR,PHCL,4,chemical
PHCR,PHCL,2,electrical
PHCR,PVCR,25,chemical
PHCR,PVCR,5,electrical
PHCR,PVQR,4,chemical
PHCR,VA12,8,chemical
PLML,LUAL,8,electrical
PLML,PDEL,2,electrical
PLML,PDER,3,electrical
PLML,PHCL,11,electrical
PLML,PLNL,1,electrical
PLML,PVCL,4,electrical
PLMR,LUAR,9,electrical
PLMR,PDEL,4,electrical
PLMR,PDER,2,electrical
PLMR,PLNR,1,electrical
PLMR,PVCR,8,electrical
PLMR,PVR,3,electrical
PLNL,PHAL,1,electrical
PLNL,PHBL,1,electrical
PLNL,PHCL,2,electrical
PLNL,PLML,1,electrical
PLNL,PVWL,1,electrical
PLNL,RMDVL,1,chemical
PLNL,SAADR,8,chemical
PLNL,SAAVL,1,chemical
PLNL,SIAVL,10,chemical
PLNL,SMBVL,10,chemical
PLNL,SMBVR,13,chemical
PLNL,SMDVR,2,chemical
PLNL,VA2,2,electrical
PLNR,PHAR,6,electrical
PLNR,PHBR,12,electrical
PLNR,PLMR,1,electrical
PLNR,SAADL,5,chemical
PLNR,SIAVR,10,chemical
PLNR,SMBVL,7,chemical
PLNR,SMBVR,10,chemical
PLNR,SMDVL,2,chemical
PQR,AVAL,23,chemical
PQR,AVAR,26,chemical
PQR,AVDL,15,chemical
PQR,AVDL,2,electrical
PQR,AVDR,20,chemical
PQR,AVDR,3,electrical
PQR,AVG,1,chemical
PQR,AVHL,1,chemical
PQR,AVJL,5,electrical
PQR,AVJR,1,chemical
PQR,AVJR,2,electrical
PQR,DA8,1,chemical
PQR,DB7,2,chemical
PQR,LUAR,3,chemical
PQR,PHBL,2,chemical
PQR,PHBL,1,electrical
PQR,PVCL,1,chemical
PQR,PVCL,2,electrical
PQR,PVCR,1,chemical
PQR,PVNL,2,chemical
PQR,PVNL,3,electrical
PQR,PVNR,2,electrical
PQR,PVPL,16,electrical
PQR,PVPR,1,chemical
PQR,PVPR,10,electrical
PQR,PVWL,2,electrical
PVCL,ADLR,2,chemical
PVCL,AS1,1,chemical
PVCL,AS2,1,chemical
PVCL,ASHR,2,chemical
PVCL,AVAL,5,chemical
PVCL,AVAL,5,electrical
PVCL,AVAR,7,chemical
PVCL,AVAR,10,electrical
PVCL,AVBL,7,chemical
PVCL,AVBR,27,chemical
PVCL,AVDL,7,chemical
PVCL,AVDR,11,chemical
PVCL,AVEL,2,chemical
PVCL,AVER,7,chemical
PVCL,AVFL,1,electrical
PVCL,AVG,2,chemical
PVCL,AVJL,3,chemical
PVCL,AVJL,3,electrical
PVCL,AVJR,2,chemical
PVCL,AVJR,3,electrical
PVCL,DA4,1,electrical
PVCL,DA5,1,chemical
PVCL,DA7,1,electrical
PVCL,DA8,2,chemical
PVCL,DA8,17,electrical
PVCL,DB2,4,chemical
PVCL,DB3,2,chemical
PVCL,DB4,6,chemical
PVCL,DB7,5,chemical
PVCL,DB7,8,electrical
PVCL,DVA,4,chemical
PVCL,DVA,3,electrical
PVCL,PDER,1,chemical
PVCL,PDER,1,electrical
PVCL,PHBL,3,electrical
PVCL,PLML,4,electrical
PVCL,PQR,2,electrical
PVCL,PVCL,1,chemical
PVCL,PVCR,10,chemical
PVCL,PVCR,67,electrical
PVCL,PVNL,2,electrical
PVCL,PVQR,1,electrical
PVCL,PVWL,4,electrical
PVCL,RID,12,chemical
PVCL,RIS,2,chemical
PVCL,SIBVL,7,chemical
PVCL,SMBVR,3,chemical
PVCL,VA11,1,chemical
PVCL,VA12,18,electrical
PVCL,VB10,2,electrical
PVCL,VB11,1,chemical
PVCL,VB11,4,electrical
PVCL,VB4,3,chemical
PVCL,VB6,2,chemical
PVCL,VD13,1,electrical
PVCR,AQR,2,chemical
PVCR,AVAL,10,chemical
PVCR,AVAL,15,electrical
PVCR,AVAR,5,chemical
PVCR,AVAR,22,electrical
PVCR,AVBL,21,chemical
PVCR,AVBR,14,chemical
PVCR,AVDL,16,chemical
PVCR,AVDR,6,chemical
PVCR,AVDR,2,electrical
PVCR,AVEL,6,chemical
PVCR,AVER,6,chemical
PVCR,AVHL,1,chemical
PVCR,AVJL,19,electrical
PVCR,AVJR,1,electrical
PVCR,AVL,1,chemical
PVCR,DA2,1,chemical
PVCR,DA4,1,chemical
PVCR,DA5,2,chemical
PVCR,DA7,1,chemical
PVCR,DA7,3,electrical
PVCR,DA8,1,electrical
PVCR,DA9,3,electrical
PVCR,DB2,4,chemical
PVCR,DB3,6,chemical
PVCR,DB4,6,chemical
PVCR,DB7,2,electrical
PVCR,DVA,3,chemical
PVCR,DVA,1,electrical
PVCR,FLPL,2,chemical
PVCR,LUAR,1,chemical
PVCR,PDA,1,electrical
PVCR,PDEL,2,electrical
PVCR,PDER,1,chemical
PVCR,PHAR,2,electrical
PVCR,PHCR,5,electrical
PVCR,PLMR,8,electrical
PVCR,PVCL,4,chemical
PVCR,PVCL,67,electrical
PVCR,PVDL,2,chemical
PVCR,PVDL,1,electrical
PVCR,PVDR,1,chemical
PVCR,PVDR,2,electrical
PVCR,PVPR,1,chemical
PVCR,PVR,1,chemical
PVCR,PVR,19,electrical
PVCR,PVT,4,electrical
PVCR,PVWL,10,electrical
PVCR,PVWR,1,chemical
PVCR,PVWR,10,electrical
PVCR,RID,19,chemical
PVCR,SIBVL,1,electrical
PVCR,SIBVR,10,chemical
PVCR,VA11,3,electrical
PVCR,VA12,8,electrical
PVCR,VB10,1,electrical
PVCR,VB11,3,chemical
PVCR,VB11,2,electrical
PVCR,VB3,1,chemical
PVCR,VB4,1,chemical
PVCR,VB6,4,chemical
PVCR,VD12,1,electrical
PVDL,AVAL,13,chemical
PVDL,AVAR,29,chemical
PVDL,AVAR,4,electrical
PVDL,AVDL,1,chemical
PVDL,AVDR,1,chemical
PVDL,AVFL,1,chemical
PVDL,AVG,8,chemical
PVDL,AVG,1,electrical
PVDL,DD5,3,chemical
PVDL,PVCL,13,chemical
PVDL,PVCR,36,chemical
PVDL,PVCR,1,electrical
PVDL,PVDR,10,chemical
PVDL,PVDR,3,electrical
PVDL,PVPL,1,chemical
PVDL,VA10,1,electrical
PVDL,VD10,3,chemical
PVDR,AVAL,9,chemical
PVDR,AVAL,6,electrical
PVDR,AVAR,30,chemical
PVDR,AVDL,1,chemical
PVDR,DVA,5,chemical
PVDR,DVC,1,electrical
PVDR,PDER,1,electrical
PVDR,PVCL,29,chemical
PVDR,PVCR,29,chemical
PVDR,PVCR,2,electrical
PVDR,PVDL,2,chemical
PVDR,PVDL,3,electrical
PVDR,VA12,3,chemical
PVDR,VA9,2,chemical
PVDR,VB5,1,chemical
PVDR,VB6,4,chemical
PVDR,VD9,1,electrical
PVM,AVKL,15,chemical
PVM,AVKL,1,electrical
PVM,AVM,2,chemical
PVM,DB3,2,electrical
PVM,DVA,3,chemical
PVM,DVA,1,electrical
PVM,PDEL,11,electrical
PVM,PDER,8,electrical
PVM,PVCL,1,chemical
PVM,PVCR,2,chemical
PVM,PVM,1,electrical
PVM,PVR,3,chemical
PVM,PVR,1,electrical
PVM,VD9,1,electrical
PVNL,AVAL,6,chemical
PVNL,AVAL,1,electrical
PVNL,AVBR,2,chemical
PVNL,AVBR,7,electrical
PVNL,AVDL,7,chemical
PVNL,AVDR,6,chemical
PVNL,AVDR,1,electrical
PVNL,AVG,2,chemical
PVNL,AVHL,1,electrical
PVNL,AVHR,1,electrical
PVNL,AVJL,6,chemical
PVNL,AVJL,5,electrical
PVNL,AVJR,8,chemical
PVNL,AVL,1,chemical
PVNL,BDUL,5,chemical
PVNL,BDUL,1,electrical
PVNL,BDUR,2,chemical
PVNL,DD1,5,chemical
PVNL,DD6,1,electrical
PVNL,LUAL,3,chemical
PVNL,LUAL,3,electrical
PVNL,PQR,5,chemical
PVNL,PQR,3,electrical
PVNL,PVCL,5,chemical
PVNL,PVCL,2,electrical
PVNL,PVDL,1,chemical
PVNL,PVNR,9,chemical
PVNL,PVNR,2,electrical
PVNL,PVPL,2,electrical
PVNL,PVPR,1,chemical
PVNL,PVPR,6,electrical
PVNL,PVT,6,chemical
PVNL,PVT,2,electrical
PVNL,PVWL,4,chemical
PVNL,PVWR,1,chemical
PVNL,VA12,1,chemical
PVNL,VD12,1,chemical
PVNL,VD12,1,electrical
PVNR,ALML,2,chemical
PVNR,AVAL,5,chemical
PVNR,AVBL,5,electrical
PVNR,AVBR,1,chemical
PVNR,AVBR,2,electrical
PVNR,AVDL,1,chemical
PVNR,AVDL,1,electrical
PVNR,AVDR,2,chemical
PVNR,AVDR,1,electrical
PVNR,AVEL,5,chemical
PVNR,AVFL,1,electrical
PVNR,AVHL,1,electrical
PVNR,AVHR,1,electrical
PVNR,AVJL,1,chemical
PVNR,AVJL,2,electrical
PVNR,AVJR,1,chemical
PVNR,AVJR,5,electrical
PVNR,AVL,3,chemical
PVNR,AVL,2,electrical
PVNR,BDUL,1,chemical
PVNR,CEPDL,2,chemical
PVNR,DB3,1,chemical
PVNR,DD2,1,chemical
PVNR,DVC,1,electrical
PVNR,HSNR,1,chemical
PVNR,HSNR,2,electrical
PVNR,LUAR,2,electrical
PVNR,PQR,4,chemical
PVNR,PQR,2,electrical
PVNR,PVCR,2,chemical
PVNR,PVDR,5,chemical
PVNR,PVNL,2,electrical
PVNR,PVNR,1,chemical
PVNR,PVPR,2,electrical
PVNR,PVR,1,chemical
PVNR,PVR,5,electrical
PVNR,PVT,3,chemical
PVNR,PVT,3,electrical
PVNR,PVWL,9,chemical
PVNR,PVWR,2,chemical
PVNR,PVWR,6,electrical
PVNR,URBL,2,chemical
PVNR,URXL,2,chemical
PVNR,VA11,1,chemical
PVNR,VA6,1,chemical
PVNR,VC2,1,chemical
PVNR,VC6,1,electrical
PVNR,VD13,2,chemical
PVNR,VD13,1,electrical
PVNR,VD3,3,chemical
PVNR,VD4,6,chemical
PVNR,VD6,1,chemical
PVNR,VD7,1,chemical
PVPL,ADAL,1,chemical
PVPL,AIBR,2,electrical
PVPL,AQR,8,chemical
PVPL,AQR,41,electrical
PVPL,AS11,6,electrical
PVPL,AVAL,4,chemical
PVPL,AVAL,1,electrical
PVPL,AVAR,3,chemical
PVPL,AVBL,13,chemical
PVPL,AVBR,12,chemical
PVPL,AVDR,3,chemical
PVPL,AVFL,2,electrical
PVPL,AVFR,3,electrical
PVPL,AVG,3,electrical
PVPL,AVHL,2,electrical
PVPL,AVHR,3,chemical
PVPL,AVHR,4,electrical
PVPL,AVKL,3,electrical
PVPL,AVKR,22,electrical
PVPL,AVL,1,electrical
PVPL,DD6,2,electrical
PVPL,DVA,1,electrical
PVPL,DVB,4,electrical
PVPL,DVC,20,electrical
PVPL,HSNL,1,electrical
PVPL,PDB,1,electrical
PVPL,PHAR,15,electrical
PVPL,PHBR,1,electrical
PVPL,PQR,16,electrical
PVPL,PVCL,3,chemical
PVPL,PVCR,9,chemical
PVPL,PVDL,1,chemical
PVPL,PVNL,2,electrical
PVPL,PVPL,1,electrical
PVPL,PVPR,2,electrical
PVPL,PVQL,8,electrical
PVPL,PVT,14,electrical
PVPL,RIGL,3,chemical
PVPL,RIGL,2,electrical
PVPL,RIR,1,chemical
PVPL,VA11,6,electrical
PVPL,VA12,1,electrical
PVPL,VD11,1,electrical
PVPL,VD13,11,electrical
PVPR,ADFR,2,chemical
PVPR,AQR,5,chemical
PVPR,AQR,61,electrical
PVPR,ASHR,2,chemical
PVPR,AVAL,1,chemical
PVPR,AVAL,2,electrical
PVPR,AVAR,5,chemical
PVPR,AVBL,8,chemical
PVPR,AVBR,11,chemical
PVPR,AVBR,1,electrical
PVPR,AVEL,1,electrical
PVPR,AVFL,1,electrical
PVPR,AVG,1,chemical
PVPR,AVG,2,electrical
PVPR,AVHL,3,chemical
PVPR,AVHL,6,electrical
PVPR,AVHR,3,electrical
PVPR,AVJL,2,chemical
PVPR,AVKL,6,electrical
PVPR,AVL,4,chemical
PVPR,AVL,8,electrical
PVPR,DD2,1,chemical
PVPR,DD6,9,electrical
PVPR,DVB,4,electrical
PVPR,DVC,3,chemical
PVPR,DVC,34,electrical
